1,职业道德是指从事一定职业劳动的人们，在长期的职业活动中形成的(　)。,行为规范,操作程序,劳动技能,思维习惯,A
225,单相桥式可控整流电路中，控制角α越大，输出电压Ud(　)。,越大,越小,为零,越负,B
226,单相桥式可控整流电路电阻性负载，晶闸管中的电流平均值是负载的(　)倍。,0.5,1,2,0.25,A
227,单结晶体管触发电路输出(　)。,双脉冲,尖脉冲,单脉冲,宽脉冲,B
228,晶闸管电路中串入小电感的目的是(　)。,防止电流尖峰,防止电压尖峰,产生触发脉冲,产生自感电动势,A
229,晶闸管两端(　)的目的是防止电压尖峰。,串联小电容,并联小电容,并联小电感,串联小电感,B
230,熔断器的额定分断能力必须大于电路中可能出现的最大(　)。,短路电流,工作电流,过载电流,启动电流,A
231,控制和保护含半导体器件的直流电路中宜选用(　)断路器。,塑壳式,限流型,框架式,直流快速断路器,D
232,接触器的额定电流应不小于被控电路的(　)。,额定电流,负载电流,最大电流,峰值电流,A
233,中间继电器的选用依据是控制电路的电压等级、(　)、所需触点的数量和容量等。,电流类型,短路电流,阻抗大小,绝缘等级,A
234,根据机械与行程开关传力和位移关系选择合适的(　)。,电流类型,电压等级,接线型式,头部型式,D
235,选用LED指示灯的优点之一是(　)。,寿命长,发光强,价格低,颜色多,A
236,BK系列控制变压器通常用作机床控制电器局部(　)及指示的电源之用。,照明灯,电动机,油泵,压缩机,A
237,对于环境温度变化大的场合，不宜选用(　)时间继电器。,晶体管式,电动式,液压式,手动式,A
238,压力继电器选用时首先要考虑所测对象的压力范围，还要符合电路中的额定电压，所测管路(　)。,绝缘等级,电阻率,接口管径的大小,材料,C
239,直流电动机结构复杂、价格贵、制造麻烦、维护困难，但是启动性能好、(　)。,调速范围大,调速范围小,调速力矩大,调速力矩小,A
240,直流电动机的转子由电枢铁心、电枢绕组、(　)、转轴等组成。,接线盒,换向极,主磁极,换向器,D
241,直流电动机按照励磁方式可分他励、(　)、串励和复励四类。,电励,并励,激励,自励,B
242,直流电动机常用的启动方法有：(　)、降压启动等。,弱磁启动,Y-△启动,电枢串电阻启动,变频启动,C
243,直流电动机降低电枢电压调速时，属于(　)调速方式。,恒转矩,恒功率,通风机,泵类,A
244,直流电动机的各种制动方法中，消耗电能最多的方法是(　)。,反接制动,能耗制动,回馈制动,再生制动,A
245,直流他励电动机需要反转时，一般将(　)两头反接。,励磁绕组,电枢绕组,补偿绕组,换向绕组,B
246,下列故障原因中(　)会造成直流电动机不能启动。,电源电压过高,电源电压过低,电刷架位置不对,励磁回路电阻过大,B
247,绕线式异步电动机转子串电阻启动时，随着(　)，要逐渐减小电阻。,电流的增大,转差率的增大,转速的升高,转速的降低,C
248,绕线式异步电动机转子串频敏变阻器启动与串电阻分级启动相比，控制线路(　)。,比较简单,比较复杂,只能手动控制,只能自动控制,A
249,以下属于多台电动机顺序控制的线路是(　)。,一台电动机正转时不能立即反转的控制线路,Y-△启动控制线路,电梯先上升后下降的控制线路,电动机2可以单独停止，电动机1停止时电动机2也停止的控制线路,D
250,多台电动机的顺序控制线路(　)。,既包括顺序启动，又包括顺序停止,不包括顺序停止,不包括顺序启动,通过自锁环节来实现,A
251,三相异步电动机的位置控制电路中，除了用行程开关外，还可用(　)。,断路器,速度继电器,热继电器,光电传感器,D
252,下列不属于位置控制线路的是(　)。,走廊照明灯的两处控制电路,龙门刨床的自动往返控制电路,电梯的开关门电路,工厂车间里行车的终点保护电路,A
253,三相异步电动机采用(　)时，能量消耗小，制动平稳。,发电制动,回馈制动,能耗制动,反接制动,C
254,三相异步电动机能耗制动的控制线路至少需要(　)个按钮。,2,1,4,3,A
255,三相异步电动机电源反接制动时需要在定子回路中串入(　)。,限流开关,限流电阻,限流二极管,限流三极管,B
256,同步电动机采用变频启动法启动时，转子励磁绕组应该(　)。,接到规定的直流电源,串入一定的电阻后短接,开路,短路,A
257,M7130平面磨床的主电路中有三台电动机，使用了(　)热继电器。,三个,四个,一个,两个,D
258,M7130平面磨床的控制电路由(　)供电。,直流110V,直流220V,交流200V,交流380V,D
259,M7130平面磨床控制线路中整流变压器安装在配电板的(　)。,左方,右方,上方,下方,D
260,M7130平面磨床中，砂轮电动机和液压泵电动机都采用了接触器(　)控制电路。,自锁反转,自锁正转,互锁正转,互锁反转,B
261,M7130平面磨床中砂轮电动机的热继电器动作的原因之一是(　)。,电源熔断器FU1烧断两个,砂轮进给量过大,液压泵电动机过载,接插器X2接触不良,B
262,M7130平面磨床中，电磁吸盘退磁不好使工件取下困难，但退磁电路正常，退磁电压也正常，则需要检查和调整(　)。,退磁功率,退磁频率,退磁电流,退磁时间,D
263,C6150车床快速移动电动机通过(　)控制正反转。,三位置自动复位开关,两个交流接触器,两个低压断路器,三个热继电器,A
264,C6150车床控制电路中有(　)行程开关。,3个,4个,5个,6个,D
265,C6150车床控制线路中变压器安装在配电板的(　)。,左方,右方,上方,下方,D
266,C6150车床(　)的正反转控制线路具有中间继电器互锁功能。,冷却液电动机,主轴电动机,快速移动电动机,主轴,D
267,C6150车床其他正常，而主轴无制动时，应重点检修(　)。,电源进线开关,接触器KM1和KM2的常闭触点,控制变压器TC,中间继电器KA1和KA2的常闭触点,D
268,Z3040摇臂钻床主电路中的四台电动机，有(　)台电动机需要正反转控制。,2,3,4,1,A
269,Z3040摇臂钻床的冷却泵电动机由(　)控制。,接插器,接触器,按钮点动,手动开关,D
270,Z3040摇臂钻床中的控制变压器比较重，所以应该安装在配电板的(　)。,下方,上方,右方,左方,A
271,Z3040摇臂钻床中的摇臂升降电动机，(　)。,由接触器KM1控制单向旋转,由接触器KM2和KM3控制点动正反转,由接触器KM2控制点动工作,由接触器KM1和KM2控制自动往返工作,B
272,Z3040摇臂钻床中液压泵电动机的正反转具有(　)功能。,接触器互锁,双重互锁,按钮互锁,电磁阀互锁,A
273,Z3040摇臂钻床中摇臂不能夹紧的原因是液压泵电动机过早停转时，应(　)。,调整速度继电器位置,重接电源相序,更换液压泵,调整行程开关SQ3位置,D
274,光电开关的接收器部分包含(　)。,定时器,调制器,发光二极管,光电三极管,D
275,光电开关的接收器根据所接收到的光线强弱对目标物体实现探测，产生(　)。,开关信号,压力信号,警示信号,频率信号,A
276,光电开关可以非接触、(　)地迅速检测和控制各种固体、液体、透明体、黑体、柔软体、烟雾等物质的状态。,高亮度,小电流,大力矩,无损伤,D
277,当检测远距离的的物体时，应优先选用(　)光电开关。,光纤式,槽式,对射式,漫反射式,A
278,高频振荡电感型接近开关主要由感应头、(　)、开关器、输出电路等组成。,光电三极管,发光二极管,振荡器,继电器,C
279,高频振荡电感型接近开关的感应头附近无金属物体接近时，接近开关(　)。,无信号输出,有信号输出,振荡减弱,产生涡流损耗,A
280,接近开关的图形符号中有一个(　)。,长方形,平行四边形,菱形,正方形,C
281,当检测体为(　)时，应选用电容型接近开关。,透明材料,不透明材料,金属材料,非金属材料,D
282,磁性开关可以由(　)构成。,继电器和电磁铁,二极管和三极管,永久磁铁和干簧管,三极管和继电器,C
283,磁性开关中的干簧管是利用(　)来控制的一种开关元件。,磁场信号,压力信号,温度信号,电流信号,A
284,磁性开关的图形符号中有一个(　)。,长方形,平行四边形,菱形,正方形,C
285,磁性开关用于(　)场所时应选金属材质的器件。,化工企业,真空低压,强酸强碱,高温高压,D
286,磁性开关在使用时要注意磁铁与(　)之间的有效距离在10mm左右。,干簧管,磁铁,触点,外壳,A
287,增量式光电编码器主要由(　)、码盘、检测光栅、光电检测器件和转换电路组成。,光电三极管,运算放大器,脉冲发生器,光源,D
288,增量式光电编码器可将转轴的角位移和角速度等机械量转换成相应的(　)以数字量输出。,功率,电流,电脉冲,电压,C
289,可以根据增量式光电编码器单位时间内的脉冲数量测出(　)。,相对位置,绝对位置,轴加速度,旋转速度,D
290,增量式光电编码器根据输出信号的可靠性选型时要考虑(　)。,电源频率,最大分辨速度,环境温度,空间高度,B
291,增量式光电编码器配线延长时，应在(　)以下。,1km,100m,1m,10m,D
292,下列选项不是PLC的特点(　)。,抗干扰能力强,编程方便,安装调试方便,功能单一,D
293,可编程序控制器通过编程，灵活地改变其控制程序，相当于改变了继电器控制的(　)。,主电路,自锁电路,互锁电路,控制电路,D
294,可编程序控制器系统由基本单元、(　)、编程器、用户程序、程序存入器等组成。,键盘,鼠标,扩展单元,外围设备,C
295,FX2N系列可编程序控制器定时器用(　)表示。,X,Y,T,C,C
296,FX2N系列可编程序控制器输入隔离采用的形式是(　)。,变压器,电容器,光电耦合器,发光二极管,C
297,可编程序控制器(　)使用锂电池作为后备电池。,EEPROM,ROM,RAM,以上都是,C
298,可编程控制器在RUN模式下，执行顺序是(　)。,输入采样→执行用户程序→输出刷新,执行用户程序→输入采样→输出刷新,输入采样→输出刷新→执行用户程序,以上都不对,A
299,PLC(　)阶段把逻辑解读的结果，通过输出部件输出给现场的受控元件。,输出采样,输入采样,程序执行,输出刷新,D
300,PLC在程序执行阶段，输入信号的改变会在(　)扫描周期读入。,下一个,当前,下两个,下三个,B
301,用PLC控制可以节省大量继电器接触器控制电路中的(　)。,交流接触器,熔断器,开关,中间继电器和时间继电器,D
302,(　)是PLC主机的技术性能范围。,行程开关,光电传感器,温度传感器,内部标志位,D
303,FX2N可编程序控制器DC24V输出电源，可以为(　)供电。,电磁阀,交流接触器,负载,光电传感器,D
304,FX2N可编程序控制器(　)输出反应速度比较快。,继电器型,晶体管和晶闸管型,晶体管和继电器型,继电器和晶闸管型,B
305,FX2N-20MT可编程序控制器表示(　)类型。,继电器输出,晶闸管输出,晶体管输出,单结晶体管输出,C
306,对于PLC晶体管输出，带感性负载时，需要采取(　)的抗干扰措施。,在负载两端并联续流二极管和稳压管串联电路,电源滤波,可靠接地,光电耦合器,A
307,FX2N系列可编程序控制器中回路并联连接用(　)指令。,AND,ANI,ANB,ORB,D
308,在一个PLC程序中，同一地址号的线圈(　)次输出，且线圈不能串联只能并联。,只能有一,只能有二,只能有三,可以无限,A
309,PLC梯形图编程时，右端输出继电器的线圈能并联(　)个。,一,不限,,二,B
310,PLC编程时，子程序可以有(　)个。,无限,三,二,一,A
311,(　)是可编程序控制器使用较广的编程方式。,功能表图,梯形图,位置图,逻辑图,B
312,对于小型开关量PLC梯形图程序，一般只有(　)。,初始化程序,子程序,中断程序,主程序,D
313,FX2NPLC的通信口是(　)模式。,RS232,RS485,RS422,USB,C
314,三菱GXDeveloperPLC编程软件可以对(　)PLC进行编程。,A系列,Q系列,FX系列,以上都可以,D
315,将程序写入可编程序控制器时，首先将存储器清零，然后按操作说明写入(　)，结束时用结束指令。,地址,程序,指令,序号,B
316,对于继电器输出型可编程序控制器其所带负载只能是额定(　)电源供电。,交流,直流,交流或直流,低压直流,C
317,可编程序控制器的接地线截面一般大于(　)。,1mm2,1.5mm2,2mm2,2.5mm2,C
318,PLC总体检查时，首先检查电源指示灯是否亮。如果不亮，则检查(　)。,电源电路,有何异常情况发生,熔丝是否完好,输入输出是否正常,A
319,根据电动机顺序启动梯形图，下列指令正确的是(　)。,LDIT20,ANDX001,OUTY002,ANDX002,C
320,根据电动机自动往返梯形图，下列指令正确的是(　)。,LDX000,ANDX001,ORIX003,ORIY002,A
321,(　)的方向规定由该点指向参考点。,电压,电位,能量,电能,B
322,正弦量有效值与最大值之间的关系，正确的是(　)。,E=Em/,U=Um/2,Iav=2/π*Em,Eav=Em/2,A
323,三相异步电动机的优点是(　)。,调速性能好,交直流两用,功率因数高,结构简单,D
324,三相异步电动机的转子由转子铁心、(　)、风扇、转轴等组成。,电刷,转子绕组,端盖,机座,B
325,三相异步电动机工作时，其电磁转矩是由旋转磁场与(　)共同作用产生的。,定子电流,转子电流,转子电压,电源电压,B
326,交流接触器的作用是可以(　)接通和断开负载。,频繁地,偶尔,手动,不需,A
327,三相异步电动机的启停控制线路中需要有短路保护、过载保护和(　)功能。,失磁保护,超速保护,零速保护,失压保护,D
328,读图的基本步骤有：看图样说明，(　)，看安装接线图。,看主电路,看电路图,看辅助电路,看交流电路,B
329,三极管的fα高于等于(　)为高频管。,1MHz,2MHz,3MHz,4MHz,C
330,测得某电路板上晶体三极管3个电极对地的直流电位分别为VE＝3V，VB＝3.7V，VC＝3.3V，则该管工作在(　)。,放大区,饱和区,截止区,击穿区,B
331,软磁材料的主要分类有铁氧体软磁材料、(　)、其它软磁材料。,不锈钢,铜合金,铝合金,金属软磁材料,D
332,常见的电伤包括(　)。,电弧烧伤,电烙印,皮肤金属化,以上都是,D
333,民用住宅的供电电压是(　)。,380V,220V,50V,36V,B
334,文明生产要求零件、半成品、(　)放置整齐，设备仪器保持良好状态。,原料,工夹量具,服装,电表,B
335,劳动者的基本义务包括(　)等。,提高职业技能,获得劳动报酬,休息,休假,A
336,2.0级准确度的直流单臂电桥表示测量电阻的误差不超过(　)。,±0.2%,±2%,±20%,±0.02%,B
337,直流双臂电桥达到平衡时，被测电阻值为(　)。,倍率读数与可调电阻相乘,倍率读数与桥臂电阻相乘,桥臂电阻与固定电阻相乘,桥臂电阻与可调电阻相乘,A
338,直流单臂电桥用于测量中值电阻，直流双臂电桥的测量电阻在(　)Ω以下。,10,1,20,30,A
339,信号发生器输出CMOS电平为(　)伏。,3～15,3,5,15,A
340,通常信号发生器按频率分类有(　)。,低频信号发生器,高频信号发生器,超高频信号发生器,以上都是,D
341,M7130平面磨床的主电路中有(　)熔断器。,三组,两组,一组,四组,C
342,M7130平面磨床控制电路中的两个热继电器常闭触点的连接方法是(　)。,并联,串联,混联,独立,B
343,M7130平面磨床中，砂轮电动机和液压泵电动机都采用了接触器(　)控制电路。,自锁反转,自锁正转,互锁正转,互锁反转,B
344,M7130平面磨床中，冷却泵电动机M2必须在(　)运行后才能启动。,照明变压器,伺服驱动器,液压泵电动机M3,砂轮电动机M1,D
345,M7130平面磨床中，砂轮电动机的热继电器经常动作，轴承正常，砂轮进给量正常，则需要检查和调整(　)。,照明变压器,整流变压器,热继电器,液压泵电动机,C
346,C6150车床快速移动电动机通过(　)控制正反转。,三位置自动复位开关,两个交流接触器,两个低压断路器,三个热继电器,A
347,C6150车床的4台电动机中，配线最粗的是(　)。,快速移动电动机,冷却液电动机,主轴电动机,润滑泵电动机,C
348,C6150车床主轴的转向与主轴电动机的转向(　)。,必然相同,相反,无关,一致,C
349,C6150车床(　)的正反转控制线路具有中间继电器互锁功能。,冷却液电动机,主轴电动机,快速移动电动机,主轴,D
350,C6150车床控制电路无法工作的原因是(　)。,接触器KM1损坏,控制变压器TC损坏,接触器KM2损坏,三位置自动复位开关SA1损坏,B
351,C6150车床其他正常，而主轴无制动时，应重点检修(　)。,电源进线开关,接触器KM1和KM2的常闭触点,控制变压器TC,中间继电器KA1和KA2的常闭触点,D
352,Z3040摇臂钻床主电路中有(　)台电动机。,1,3,4,2,C
353,Z3040摇臂钻床的冷却泵电动机由(　)控制。,接插器,接触器,按钮点动,手动开关,D
354,Z3040摇臂钻床中的控制变压器比较重，所以应该安装在配电板的(　)。,下方,上方,右方,左方,A
355,Z3040摇臂钻床中液压泵电动机的正反转具有(　)功能。,接触器互锁,双重互锁,按钮互锁,电磁阀互锁,A
356,Z3040摇臂钻床中摇臂不能升降的原因是摇臂松开后KM2回路不通时，应(　)。,调整行程开关SQ2位置,重接电源相序,更换液压泵,调整速度继电器位置,A
357,光电开关的发射器部分包含(　)。,计数器,解调器,发光二极管,光电三极管,C
358,光电开关的配线不能与(　)放在同一配线管或线槽内。,光纤线,网络线,动力线,电话线,C
359,高频振荡电感型接近开关主要由感应头、振荡器、(　)、输出电路等组成。,继电器,开关器,发光二极管,光电三极管,B
360,高频振荡电感型接近开关的感应头附近有金属物体接近时，接近开关(　)。,涡流损耗减少,无信号输出,振荡电路工作,振荡减弱或停止,D
361,接近开关的图形符号中，其常开触点部分与(　)的符号相同。,断路器,一般开关,热继电器,时间继电器,B
362,当检测体为(　)时，应选用电容型接近开关。,透明材料,不透明材料,金属材料,非金属材料,D
363,磁性开关可以由(　)构成。,接触器和按钮,二极管和电磁铁,三极管和永久磁铁,永久磁铁和干簧管,D
364,磁性开关干簧管内两个铁质弹性簧片的接通与断开是由(　)控制的。,接触器,按钮,电磁铁,永久磁铁,D
365,磁性开关的图形符号中，其常开触点部分与(　)的符号相同。,断路器,一般开关,热继电器,时间继电器,B
366,磁性开关在使用时要注意磁铁与干簧管之间的有效距离在(　)左右。,10cm,10dm,10mm,1mm,C
367,增量式光电编码器主要由光源、(　)、检测光栅、光电检测器件和转换电路组成。,光电三极管,运算放大器,码盘,脉冲发生器,C
368,增量式光电编码器每产生一个(　)就对应于一个增量位移。,输出脉冲信号,输出电流信号,输出电压信号,输出光脉冲,A
369,增量式光电编码器根据信号传输距离选型时要考虑(　)。,输出信号类型,电源频率,环境温度,空间高度,A
370,增量式光电编码器的振动，往往会成为(　)发生的原因。,误脉冲,短路,开路,高压,A
371,可编程序控制器是一种专门在(　)环境下应用而设计的数字运算操作的电子装置。,工业,军事,商业,农业,A
372,可编程序控制器通过编程，灵活地改变其控制程序，相当于改变了继电器控制的(　)。,主电路,自锁电路,互锁电路,控制电路,D
373,可编程序控制器系统由(　)、扩展单元、编程器、用户程序、程序存入器等组成。,基本单元,键盘,鼠标,外围设备,A
374,FX2N系列可编程序控制器定时器用(　)表示。,X,Y,T,C,C
375,可编程序控制器采用大规模集成电路构成的微处理器和(　)来组成逻辑部分。,运算器,控制器,存储器,累加器,C
376,在一个程序中，同一地址号的线圈(　)次输出，且继电器线圈不能串联只能并联。,只能有一,只能有二,只能有三,无限,A
377,FX2N系列可编程序控制器输入隔离采用的形式是(　)。,变压器,电容器,光电耦合器,发光二极管,C
378,可编程控制器在RUN模式下，执行顺序是(　)。,输入采样→执行用户程序→输出刷新,执行用户程序→输入采样→输出刷新,输入采样→输出刷新→执行用户程序,以上都不对,A
379,PLC(　)阶段读入输入信号，将按钮、开关触点、传感器等输入信号读入到存储器内，读入的信号一直保持到下一次该信号再次被读入时为止，即经过一个扫描周期。,输出采样,输入采样,程序执行,输出刷新,B
380,可编程序控制器停止时，(　)阶段停止执行。,程序执行,存储器刷新,传感器采样,输入采样,A
381,用PLC控制可以节省大量继电器接触器控制电路中的(　)。,交流接触器,熔断器,开关,中间继电器和时间继电器,D
382,(　)是PLC主机的技术性能范围。,行程开关,光电传感器,温度传感器,内部标志位,D
383,FX2N可编程序控制器DC24V输出电源，可以为(　)供电。,电磁阀,交流接触器,负载,光电传感器,D
384,FX2N-20MT可编程序控制器表示(　)类型。,继电器输出,晶闸管输出,晶体管输出,单结晶体管输出,C
385,下列选项(　)不是可编程序控制器的抗干扰措施。,可靠接地,电源滤波,晶体管输出,光电耦合器,C
386,FX2N系列可编程序控制器输入常开点用(　)指令。,LD,LDI,OR,ORI,A
387,在一个PLC程序中，同一地址号的线圈只能使用(　)次。,三,二,一,无限,C
388,PLC梯形图编程时，右端输出继电器的线圈能并联(　)个。,一,不限,,二,B
389,PLC编程时，子程序可以有(　)个。,无限,三,二,一,A
390,(　)是可编程序控制器的编程基础。,梯形图,逻辑图,位置图,功能表图,A
391,对于复杂的PLC梯形图设计时，一般采用(　)。,经验法,顺序控制设计法,子程序,中断程序,B
392,三菱GXDeveloperPLC编程软件可以对(　)PLC进行编程。,A系列,Q系列,FX系列,以上都可以,D
393,PLC程序检查包括(　)。,语法检查、线路检查、其他检查,代码检查、语法检查,控制线路检查、语法检查,主回路检查、语法检查,A
394,为避免(　)和数据丢失，可编程序控制器装有锂电池，当锂电池电压降至相应的信号灯亮时，要及时更换电池。,地址,指令,程序,序号,C
395,根据电机正反转梯形图，下列指令正确的是(　)。,ORIY002,LDIX001,ANDX000,ANDIX002,D
396,根据电动机顺序启动梯形图，下列指令正确的是(　)。,LDIX000,ANDT20,ANDX001,OUTT20K30,D
397,根据电动机自动往返梯形图，下列指令正确的是(　)。,LDIX002,ANDX001,ORY002,ANDY001,C
398,对于晶体管输出型PLC，要注意负载电源为(　)，并且不能超过额定值。,AC380V,AC220V,DC220V,DC24V,D
399,变频器是通过改变交流电动机定子电压、频率等参数来(　)的装置。,调节电动机转速,调节电动机转矩,调节电动机功率,调节电动机性能,A
400,静止式变频器从结构上分为交―交变频器和交―直―交变频器；从电源性质上分电压源型和电流源型变频器。实际应用中，大部分的变频器为(　),交―直―交PWM电压源型变频器,交―直―交电流源型变频器,交―交电压源型变频器,交―交电流源型变频器,A
401,在通用变频器主电路中的电源整流器件较多采用(　)。,快恢复二极管,普通整流二极管,肖特基二极管,普通晶闸管,B
402,变频器常见的各种频率给定方式中，最易受干扰的方式是(　)方式。,键盘给定,模拟电压信号给定,模拟电流信号给定,通信方式给定,B
403,SPWM型变频器的变压变频，通常是通过改变(　)来实现的。,参考信号正弦值的幅值和频率,载波信号三角波的幅值和频率,参考信号和载波信号两者的幅值和频率,参考信号的幅值和载波信号的频率,A
404,在变频器的输出侧切勿安装(　)。,移相电容,交流电抗器,噪声滤波器,测试仪表,A
405,变频器中的直流制动是克服低速爬行现象而设置的，拖动负载惯性越大，(　)设定值越高。,直流制动电压,直流制动时间,直流制动电流,制动起始频率,A
406,将变频器与PLC等上位机配合使用时，应注意(　)。,使用共同地线、最好接入噪声滤波器、电线各自分开,不使用共同地线、最好接入噪声滤波器、电线汇总一起布置,不使用共同地线、最好接入噪声滤波器、电线各自分开,不使用共同地线、最好不接入噪声滤波器、电线汇总一起布置,C
407,变频器停车过程中出现过电压故障，原因可能是：(　)。,斜波时间设置过短,转矩提升功能设置不当,散热不良,电源电压不稳,A
408,交流笼型异步电动机的启动方式有：星三角启动、自耦减压启动、定子串电阻启动和软启动等。从启动性能上讲，最好的是(　)。,星三角启动,自耦减压启动,串电阻启动,软启动,D
409,低压软启动器的主电路通常采用(　)形式。,电阻调压,自耦调压,开关变压器调压,晶闸管调压,D
410,西普STR系列(　)软启动器，是内置旁路、集成型。,A型,B型,C型,L型,A
411,变频启动方式比软启动器的启动转矩(　)。,大,小,一样,小很多,A
412,软启动器的功能调节参数有：运行参数、(　)、停车参数。,电阻参数,启动参数,电子参数,电源参数,B
413,笼形异步电动机启动时冲击电流大，是因为启动时(　)。,电动机转子绕组电动势大,电动机温度低,电动机定子绕组频率低,电动机的启动转矩大,A
414,软启动器在(　)下，一台软启动器才有可能启动多台电动机。,跨越运行模式,节能运行模式,接触器旁路运行模式,调压调速运行模式,C
415,软启动器启动完成后，旁路接触器刚动作就跳闸。故障原因可能是(　)。,启动参数不合适,晶闸管模块故障,启动控制方式不当,旁路接触器与软启动器的接线相序不一致。,D
416,软启动器旁路接触器必须与软启动器的输入和输出端一一对应接正确，(　)。,要就近安装接线,允许变换相序,不允许变换相序,要做好标识,C
417,在企业的经营活动中，下列选项中的(　)不是职业道德功能的表现。,激励作用,决策能力,规范行为,遵纪守法,B
418,下列选项中属于企业文化功能的是(　)。,整合功能,技术培训功能,科学研究功能,社交功能,A
419,下列说法中，不符合语言规范具体要求的是(　)。,语感自然，不呆板,用尊称，不用忌语,语速适中，不快不慢,多使用幽默语言，调节气氛,D
420,要做到办事公道，在处理公私关系时，要(　)。,公私不分,假公济私,公平公正,先公后私,C
421,下列关于勤劳节俭的论述中，正确的选项是(　)。,勤劳一定能使人致富,勤劳节俭有利于企业持续发展,新时代需要巧干，不需要勤劳,新时代需要创造，不需要节俭,B
422,企业创新要求员工努力做到(　)。,不能墨守成规，但也不能标新立异,大胆地破除现有的结论，自创理论体系,大胆地试大胆地闯，敢于提出新问题,激发人的灵感，遏制冲动和情感,C
423,职业纪律是从事这一职业的员工应该共同遵守的行为准则，它包括的内容有(　)。,交往规则,操作程序,群众观念,外事纪律,D
424,作为一名工作认真负责的员工，应该是(　)。,领导说什么就做什么,领导亲自安排的工作认真做，其他工作可以马虎一点,面上的工作要做仔细一些，看不到的工作可以快一些,工作不分大小，都要认真去做,D
425,伏安法测电阻是根据(　)来算出数值。,欧姆定律,直接测量法,焦耳定律,基尔霍夫定律,A
426,电位是相对量，随参考点的改变而改变，而电压是(　)，不随参考点的改变而改变。,衡量,变量,绝对量,相对量,C
427,电流流过电动机时，电动机将电能转换成(　)。,机械能,热能,光能,其他形式的能,A
428,支路电流法是以支路电流为变量列写节点电流方程及(　)方程。,回路电压,电路功率,电路电流,回路电位,A
429,按照功率表的工作原理，所测得的数据是被测电路中的(　)。,有功功率,无功功率,视在功率,瞬时功率,A
430,三相对称电路的线电压比对应相电压(　)。,超前30°,超前60,滞后30°,滞后60°,A
431,变压器的基本作用是在交流电路中变电压、(　)、变阻抗、变相位和电气隔离。,变磁通,变电流,变功率,变频率,B
432,三相异步电动机的优点是(　)。,调速性能好,交直流两用,功率因数高,结构简单,D
433,如图所示为(　)符号。,开关二极管,整流二极管,稳压二极管,变容二极管,D
434,处于截止状态的三极管，其工作状态为(　)。,射结正偏，集电结反偏,射结反偏，集电结反偏,射结正偏，集电结正偏,射结反偏，集电结正偏,B
435,测量交流电压时应选用(　)电压表。,磁电系,电磁系,电磁系或电动系,整流系,C
436,使用兆欧表时，下列做法不正确的是(　)。,测量电气设备绝缘电阻时，可以带电测量电阻,测量时兆欧表应放在水平位置上，未接线前先转动兆欧表做开路实验，看指针是否在“∞”处，再把L和E短接，轻摇发电机，看指针是否为“0”，若开路指“∞”，短路指“0”，说明兆欧表是好的,兆欧表测完后应立即使被测物放电,测量时，摇动手柄的速度由慢逐渐加快，并保持120r/min左右的转速1min左右，这时读数较为准确,A
437,用螺丝刀拧紧可能带电的螺钉时，手指应该(　)螺丝刀的金属部分。,接触,压住,抓住,不接触,D
438,软磁材料的主要分类有(　)、金属软磁材料、其它软磁材料。,不锈钢,铜合金,铁氧体软磁材料,铝合金,C
439,当流过人体的电流达到(　)时，就足以使人死亡。,0.1mA,10mA,20mA,100mA,D
440,使用不导电的灭火器材，喷头与带电体电压10KV时，机体喷嘴距带电体的距离要大于(　)。,1m,0.4m,0.6m,2m,B
441,(　)适用于狭长平面以及加工余量不大时的锉削。,顺向锉,交叉锉,推锉,曲面锉削,C
442,收音机发出的交流声属于(　)。,机械噪声,气体动力噪声,电磁噪声,电力噪声,C
443,对于电动机负载，熔断器熔体的额定电流应选电动机额定电流的(　)倍。,1～1.5,1.5～2.5,2.0～3.0,2.5～3.5,B
